SH,Old_Entries,New_Entries,Conflict_Type
SH1371011.10FU,"Bispora_antennata, Bisporella_pallescens, Bispora_sp","Bispora_antennata, Bispora_pallescens, Bispora_sp",Different genera in SH
SH1359229.10FU,"Lanzia_huangshanica, Dicephalospora_huangshanica",Dicephalospora_huangshanica,Different genera in SH
SH1214439.10FU,"Endocronartium_harknessii, Cronartium_quercuum","Cronartium_harknessii, Cronartium_quercuum",Different genera in SH
SH1331637.10FU,"Pholiota_rugosa, Conocybe_sp","Conocybe_rugosa, Conocybe_sp",Different genera in SH
SH1275227.10FU,"Stachybotrys_oenanthes, Memnoniella_oenanthes, Memnoniella_sp","Memnoniella_oenanthes, Memnoniella_sp",Different genera in SH
SH1371093.10FU,"Crocicreas_cyathoideum, Cyathicula_sp","Cyathicula_cyathoidea, Cyathicula_sp",Different genera in SH
SH1398616.10FU,"Parmelia_lindmanii, Parmelinella_lindmanii",Parmelinella_lindmanii,Different genera in SH
SH1088951.10FU,"Trametes_ljubarskyi, Pilatotrama_ljubarskyi",Pilatotrama_ljubarskyi,Different genera in SH
SH1214451.10FU,"Caeoma_rhododendri-capitati, Chrysomyxa_sp","Chrysomyxa_rhododendri-capitati, Chrysomyxa_sp",Different genera in SH
SH1344831.10FU,"Neocosmospora_hengyangensis, Fusarium_sp","Fusarium_hengyangense, Fusarium_sp",Different genera in SH
SH1208020.10FU,"Pseudotremella_moriformis, Tremella_indecorata","Tremella_moriformis, Tremella_indecorata",Different genera in SH
SH1403526.10FU,"Dermocybe_vinicolor, Cortinarius_vinicolor",Cortinarius_vinicolor,Different genera in SH
SH1285233.10FU,"Tomentella_sp, Thelephora_subclavigera","Tomentella_sp, Tomentella_subclavigera",Different genera in SH
SH1061222.10FU,"Cordyceps_takaomontana, Cordyceps_pruinosa, Phytocordyceps_ninchukispora, Cordyceps_militaris, Cordyceps_morakotii, Cordyceps_bifusispora, Cordyceps_yinjiangensis, Cordyceps_neopruinosa, Cordyceps_parvistroma, Cordyceps_sp","Cordyceps_takaomontana, Cordyceps_pruinosa, Cordyceps_ninchukispora, Cordyceps_militaris, Cordyceps_morakotii, Cordyceps_bifusispora, Cordyceps_yinjiangensis, Cordyceps_neopruinosa, Cordyceps_parvistroma, Cordyceps_sp",Different genera in SH
SH1274126.10FU,"Lactarius_panuoides, Lactifluus_panuoides, Lactifluus_sp","Lactifluus_panuoides, Lactifluus_sp",Different genera in SH
SH1214707.10FU,"Gliophorus_sp, Agaricus_sciophanus","Gliophorus_sp, Gliophorus_psittacinus",Different genera in SH
SH1286219.10FU,"Thelephora_asperula, Tomentella_sp","Tomentella_asperula, Tomentella_sp",Different genera in SH
SH1269456.10FU,"Gyromitra_ambigua, Paragyromitra_ambigua",Paragyromitra_ambigua,Different genera in SH
SH1394396.10FU,"Drechslera_fugax, Pyrenophora_fugax",Pyrenophora_fugax,Different genera in SH
SH1388126.10FU,"Hyphodontia_subalutacea, Kneiffiella_subalutacea",Kneiffia_subalutacea,Different genera in SH
SH1079313.10FU,"Phomopsis_vexans, Diaporthe_citri, Diaporthe_sp, Diaporthe_guangdongensis, Diaporthe_tulliensis, Diaporthe_phoenicicola, Diaporthe_tectonendophytica, Diaporthe_griceae","Diaporthe_vexans, Diaporthe_citri, Diaporthe_sp, Diaporthe_guangdongensis, Diaporthe_tulliensis, Diaporthe_phoenicicola, Diaporthe_tectonendophytica, Diaporthe_griceae",Different genera in SH
SH1238005.10FU,"Gyalolechia_marmorata, Caloplaca_ferrarii","Xanthocarpia_marmorata, Xanthocarpia_ferrarii",Different genera in SH
SH1347502.10FU,"Passalora_miurae, Cercosporidium_miurae",Passalora_miurae,Different genera in SH
SH1289421.10FU,"Candida_bolitotheri, Suhomyces_sp","Suhomyces_bolitotheri, Suhomyces_sp",Different genera in SH
SH1387568.10FU,"Nectria_pseudopeziza, Xanthonectria_pseudopeziza",Xanthonectria_pseudopeziza,Different genera in SH
SH1292084.10FU,"Resupinatus_sp, Resupinatus_trichotis, Resupinatus_applicatus, Pleurotus_subapplicatus","Resupinatus_sp, Resupinatus_trichotis, Resupinatus_applicatus, Resupinatus_subapplicatus",Different genera in SH
SH1200516.10FU,"Frantisekia_mentschulensis, Antrodiella_mentschulensis",Antrodiella_mentschulensis,Different genera in SH
SH1088940.10FU,"Grammothele_fuligo, Cyanoporus_camptogrammus, Cyanoporus_fuligo","Cyanoporus_fuligo, Cyanoporus_camptogrammus",Different genera in SH
SH1055617.10FU,"Puccinia_corylopsidis, Novopuccinia_corylopsidis",Novopuccinia_corylopsidis,Different genera in SH
SH1286975.10FU,"Lophiostoma_thymi, Lophiostoma_caryophyllacearum, Sigarispora_muriformis","Lophiostoma_thymi, Lophiostoma_caryophyllacearum, Lophiostoma_neomuriforme",Different genera in SH
SH1377512.10FU,"Capitotricha_sp, Lachnum_bicolor","Capitotricha_sp, Capitotricha_bicolor",Different genera in SH
SH1272233.10FU,"Aurantiporus_alborubescens, Odoria_alborubescens",Pappia_fissilis,Different genera in SH
SH1088266.10FU,"Perenniporia_minutissima, Perenniporiopsis_minutissima",Perenniporiopsis_minutissima,Different genera in SH
SH1299653.10FU,"Sebacina_confusa, Tremellodendron_schweinitzii, Sebacina_sp, Sebacina_candida, Sebacina_schweinitzii","Sebacina_confusa, Sebacina_schweinitzii, Sebacina_sp, Sebacina_candida",Different genera in SH
SH1273204.10FU,"Seimatosporium_obtusum, Allelochaeta_orbicularis","Allelochaeta_obtusa, Allelochaeta_orbicularis",Different genera in SH
SH1320264.10FU,"Cryphonectria_nitschkei, Cryphonectria_macrospora, Cryphonectria_sp, Cryphonectria_japonica, Chromendothia_citrina, Cryphonectria_citrina","Cryphonectria_nitschkei, Cryphonectria_macrospora, Cryphonectria_sp, Cryphonectria_japonica, Cryphonectria_citrina",Different genera in SH
SH1237578.10FU,"Inocybe_calamistrata, Inosperma_mutatum, Inosperma_sp","Inosperma_calamistratum, Inosperma_mutatum, Inosperma_sp",Different genera in SH
SH1354508.10FU,"Caloplaca_atroflava, Kuettlingeria_atroflava",Kuettlingeria_atroflava,Different genera in SH
SH1403368.10FU,"Cortinarius_balteatoalbus, Phlegmacium_balteatibulbosum","Phlegmacium_areni-silvae, Phlegmacium_balteatibulbosum",Different genera in SH
SH1347575.10FU,"Cercospora_carotae, Neocercospora_ammicola, Neocercospora_carotae, Neocercospora_sp","Neocercospora_carotae, Neocercospora_ammicola, Neocercospora_sp",Different genera in SH
SH1347049.10FU,"Passalora_passaloroides, Paramycovellosiella_passaloroides",Paramycovellosiella_passaloroides,Different genera in SH
SH1205062.10FU,"Clitocybe_alkaliviolascens, Infundibulicybe_alkaliviolascens, Infundibulicybe_sp","Infundibulicybe_alkaliviolascens, Infundibulicybe_sp",Different genera in SH
SH1326957.10FU,"Russula_sp, Gymnomyces_abietis, Gymnomyces_monticola","Russula_sp, Russula_subabietis, Russula_monticola",Different genera in SH
SH1338294.10FU,"Rogersella_griseliniae, Lyomyces_griseliniae",Lyomyces_griseliniae,Different genera in SH
SH1206760.10FU,"Setosphaeria_monoceras, Exserohilum_turcicum, Exserohilum_monoceras","Exserohilum_monoceras, Exserohilum_turcicum",Different genera in SH
SH1363789.10FU,"Clitocybe_houghtonii, Leucocybe_sp","Leucocybe_houghtonii, Leucocybe_sp",Different genera in SH
SH1050984.10FU,"Candida_fructus, Clavispora_fructus",Clavispora_fructus,Different genera in SH
SH1349767.10FU,"Flaviporus_americanus, Antella_niemelaei","Antella_americana, Antella_niemelaei",Different genera in SH
SH1233786.10FU,"Collybia_elegans, Marasmius_atrocastaneus","Marasmius_elegans, Marasmius_atrocastaneus",Different genera in SH
SH1058331.10FU,"Acarospora_fulvoviridula, Myriospora_sp","Myriospora_fulvoviridula, Myriospora_sp",Different genera in SH
SH1289093.10FU,"Pertusaria_amara, Lepra_albescens, Lepra_amara","Lepra_amara, Lepra_albescens",Different genera in SH
SH1357771.10FU,"Sticta_sylvatica, Stictina_peltigerella, Sticta_bicellulata","Sticta_sylvatica, Sticta_peltigerella, Sticta_bicellulata",Different genera in SH
SH1090449.10FU,"Tremiscus_helvelloides, Guepinia_shanxiense","Guepinia_helvelloides, Guepinia_shanxiense",Different genera in SH
SH1203356.10FU,"Trapeliopsis_bisorediata, Trapelia_placodioides","Kleopowiella_bisorediata, Kleopowiella_placodioides",Different genera in SH
SH1073414.10FU,"Dactylella_leptospora, Dactylella_formosana, Dactylellina_sp","Dactylellina_leptospora, Dactylellina_formosana, Dactylellina_sp",Different genera in SH
SH1205376.10FU,"Protoparmelia_pulchra, Neoprotoparmelia_pulchra",Neoprotoparmelia_pulchra,Different genera in SH
SH1322873.10FU,"Schizothyrium_sp, Zygophiala_qianensis","Schizothyrium_sp, Schizothyrium_qianense",Different genera in SH
SH1302791.10FU,"Chromosera_xanthochroa, Hygrocybe_xanthochroa, Chromosera_sp","Chromosera_xanthochroa, Chromosera_sp",Different genera in SH
SH1262510.10FU,"Leucopaxillus_rhodoleucus, Pseudoclitopilus_rhodoleucus",Pseudoclitopilus_rhodoleucus,Different genera in SH
SH1227231.10FU,"Hymenochaetopsis_tabacinoides, Hydnoporia_tabacinoides",Hydnoporia_tabacinoides,Different genera in SH
SH1272008.10FU,"Rugosomyces_naucoria, Calocybe_sp","Calocybe_naucoria, Calocybe_sp",Different genera in SH
SH1207294.10FU,"Bipolaris_sp, Drechslera_gigantea, Bipolaris_gigantea","Bipolaris_sp, Bipolaris_gigantea",Different genera in SH
SH1406428.10FU,"Breviappendix_rubi, Gnomonia_rostellata","Breviappendix_rubi, Breviappendix_rostellata",Different genera in SH
SH1082917.10FU,"Flavidoporia_pulvinascens, Antrodia_pulverulenta, Antrodia_mellita, Flavidoporia_pulverulenta","Flavidoporia_pulvinascens, Flavidoporia_pulverulenta, Flavidoporia_mellita",Different genera in SH
SH1193901.10FU,"Ceratocystis_radicicola, Thielaviopsis_radicicola",Thielaviopsis_radicicola,Different genera in SH
SH1341859.10FU,"Ceratocystis_deltoideospora, Raffaelea_sp, Raffaelea_deltoideospora","Raffaelea_deltoideospora, Raffaelea_sp",Different genera in SH
SH1408638.10FU,"Anthostomella_rubicola, Alloanthostomella_rubicola",Alloanthostomella_rubicola,Different genera in SH
SH1257053.10FU,"Jahnula_australiensis, Neojahnula_australiensis",Neojahnula_australiensis,Different genera in SH
SH1339037.10FU,"Phellinus_merrillii, Fulvifomes_sp","Fulvifomes_merrillii, Fulvifomes_sp",Different genera in SH
SH1217865.10FU,"Fulvifomes_chinensis, Fomitiporella_chinensis",Fomitiporella_chinensis,Different genera in SH
SH1159132.10FU,"Russula_sp, Gymnomyces_fallax, Gymnomyces_parksii, Gymnomyces_fragrans, Gymnomyces_brunnescens, Gymnomyces_subfulvus, Russula_foetens, Gymnomyces_nondistincta","Russula_sp, Russula_similaris, Russula_parksii, Russula_aromatica, Russula_shafferi, Russula_subfulva, Russula_foetens, Russula_nondistincta",Different genera in SH
SH1212576.10FU,"Dipodascus_restrictus, Saprochaete_psychrophila","Dipodascus_restrictus, Dipodascus_psychrophilus",Different genera in SH
SH1267372.10FU,"Cuphophyllus_sp, Hygrocybe_pratensis","Cuphophyllus_sp, Cuphophyllus_pratensis",Different genera in SH
SH1187330.10FU,"Phallus_atrovolvatus, Dictyophora_merulina","Phallus_atrovolvatus, Phallus_merulinus",Different genera in SH
SH1331610.10FU,"Lasionectria_marigotensis, Lasionectriella_marigotensis",Lasionectria_marigotensis,Different genera in SH
SH1219077.10FU,"Phellinus_gilvus, Fuscoporia_koreana","Fuscoporia_gilva, Fuscoporia_koreana",Different genera in SH
SH1056278.10FU,"Geejayessia_desmazieri, Fusarium_cicatricum","Fusarium_desmazieri, Fusarium_cicatricum",Different genera in SH
SH1061981.10FU,"Candida_pallodes, Teunomyces_pallodes",Teunomyces_pallodes,Different genera in SH
SH1272012.10FU,"Rugosomyces_naucoria, Rugosomyces_chrysenteron, Calocybe_sp","Calocybe_naucoria, Calocybe_chrysenteron, Calocybe_sp",Different genera in SH
SH1240125.10FU,"Xylodon_pruni, Lyomyces_pruni",Lyomyces_pruni,Different genera in SH
SH1216187.10FU,"Butyriboletus_pulchriceps, Butyriboletus_sp, Boletus_pulchriceps","Butyriboletus_pulchriceps, Butyriboletus_sp",Different genera in SH
SH1394557.10FU,"Humidicutis_calyptriformis, Porpolomopsis_sp","Porpolomopsis_calyptriformis, Porpolomopsis_sp",Different genera in SH
SH1081254.10FU,"Blasiphalia_pseudogrisella, Rickenella_pseudogrisella",Blasiphalia_pseudogrisella,Different genera in SH
SH1357197.10FU,"Conocybe_aberrans, Pholiotina_filipes","Conocybe_aberrans, Conocybe_filipes",Different genera in SH
SH1198564.10FU,"Deviodontia_pilaecystidiata, Kneiffiella_pilaecystidiata",Deviodontia_pilaecystidiata,Different genera in SH
SH1078375.10FU,"Cytospora_sp, Valsa_melanodiscus, Cytospora_phialidica","Cytospora_sp, Cytospora_melanodiscus, Cytospora_phialidica",Different genera in SH
SH1346823.10FU,"Zasmidium_biverticillatum, Ramichloridium_biverticillatum",Zasmidium_biverticillatum,Different genera in SH
SH1076849.10FU,"Dentiscutata_cerradensis, Scutellospora_cerradensis",Dentiscutata_cerradensis,Different genera in SH
SH1400547.10FU,"Neoantrodia_variiformis, Antrodia_variiformis",Neoantrodia_variiformis,Different genera in SH
SH1235080.10FU,"Serpula_pulverulenta, Meruliporia_pulverulenta",Meruliporia_pulverulenta,Different genera in SH
SH1201697.10FU,"Tricholoma_sp, Melanoleuca_subsejuncta","Tricholoma_sp, Tricholoma_subsejunctum",Different genera in SH
SH1349188.10FU,"Thelephora_hjortstamiana, Tomentella_sp","Tomentella_hjortstamiana, Tomentella_sp",Different genera in SH
SH1376822.10FU,"Aureoboletus_projectellus, Boletellus_projectellus",Aureoboletus_projectellus,Different genera in SH
SH1386958.10FU,"Coprinellus_heterosetulosus, Tulosesus_heterosetulosus",Tulosesus_heterosetulosus,Different genera in SH
SH1358375.10FU,"Helicoma_palmigenum, Helicotruncatum_palmigenum",Helicotruncatum_palmigenum,Different genera in SH
SH1208855.10FU,"Chaetosphaeria_lateriphiala, Zanclospora_lateriphiala",Zanclospora_lateriphiala,Different genera in SH
SH1370976.10FU,"Hymenoscyphus_sp, Helotium_conscriptum","Hymenoscyphus_sp, Hymenoscyphus_calyculus",Different genera in SH
SH1217105.10FU,"Apiospora_neosubglobosa, Arthrinium_neosubglobosa, Apiospora_gelatinosa","Apiospora_neosubglobosa, Apiospora_gelatinosa",Different genera in SH
SH1337252.10FU,"Rhizophagus_irregularis, Rhizoglomus_intraradices, Rhizophagus_sp","Rhizophagus_irregularis, Rhizophagus_intraradices, Rhizophagus_sp",Different genera in SH
SH1347087.10FU,"Mycodiella_laricis-leptolepidis, Mycosphaerella_laricis-leptolepidis",Mycodiella_laricis-leptolepidis,Different genera in SH
SH1272895.10FU,"Seimatosporium_eucalypti, Allelochaeta_pseudoobtusa, Allelochaeta_pseudoacuta, Allelochaeta_paraorbicularis, Allelochaeta_parafalcata, Allelochaeta_paracylindrospora, Allelochaeta_neoorbicularis, Allelochaeta_neofalcata, Allelochaeta_neocylindrospora, Allelochaeta_neoacuta, Allelochaeta_minor","Allelochaeta_eucalypti, Allelochaeta_pseudoobtusa, Allelochaeta_pseudoacuta, Allelochaeta_paraorbicularis, Allelochaeta_parafalcata, Allelochaeta_paracylindrospora, Allelochaeta_neoorbicularis, Allelochaeta_neofalcata, Allelochaeta_neocylindrospora, Allelochaeta_neoacuta, Allelochaeta_minor",Different genera in SH
SH1273101.10FU,"Seimatosporium_walkeri, Allelochaeta_walkeri",Allelochaeta_walkeri,Different genera in SH
SH1273512.10FU,"Lactarius_fuscomarginatus, Lactifluus_fuscomarginatus, Lactifluus_sp","Lactifluus_fuscomarginatus, Lactifluus_sp",Different genera in SH
SH1187499.10FU,"Perenniporia_hattorii, Amylosporia_hattorii",Amylosporia_hattorii,Different genera in SH
SH1237902.10FU,"Caloplaca_lactea, Xanthocarpia_lactea",Caloplaca_lactea,Different genera in SH
SH1199800.10FU,"Namakwa_exornata, Xanthoparmelia_aliphaticella","Xanthoparmelia_exornata, Xanthoparmelia_aliphaticella",Different genera in SH
SH1050876.10FU,"Lactarius_venezuelanus, Lactifluus_sp","Lactifluus_venezuelanus, Lactifluus_sp",Different genera in SH
SH1211010.10FU,"Ricasolia_amplissima, Lobaria_amplissima",Ricasolia_amplissima,Different genera in SH
SH1187331.10FU,"Pannaria_isabellina, Phormopsora_isabellina",Phormopsora_isabellina,Different genera in SH
SH1388134.10FU,"Hyphodontia_subalutacea, Kneiffiella_subalutacea",Kneiffia_subalutacea,Different genera in SH
SH1395244.10FU,"Cyphellopsis_anomala, Merismodes_sp","Merismodes_anomala, Merismodes_sp",Different genera in SH
SH1331374.10FU,"Suhomyces_atakaporum, Candida_atakaporum",Suhomyces_atakaporum,Different genera in SH
SH1355031.10FU,"Tuberculina_persicina, Helicobasidium_longisporum","Helicobasidium_purpureum, Helicobasidium_longisporum",Different genera in SH
SH1388469.10FU,"Cortinarius_pseudoglaucopus, Calonarius_pseudoglaucopus",Calonarius_pseudoglaucopus,Different genera in SH
SH1160035.10FU,"Hymenopellis_gigaspora, Hymenopellis_radicata, Xerula_atrocaerulea","Hymenopellis_gigaspora, Hymenopellis_radicata, Hymenopellis_atrocaerulea",Different genera in SH
SH1367594.10FU,"Shackletonia_sauronii, Erichansenia_sauronii",Erichansenia_sauronii,Different genera in SH
SH1206248.10FU,"Cochliobolus_bicolor, Bipolaris_sorokiniana, Bipolaris_sp, Bipolaris_distoseptata","Bipolaris_bicolor, Bipolaris_sorokiniana, Bipolaris_sp, Bipolaris_distoseptata",Different genera in SH
SH1075074.10FU,"Piptoporus_soloniensis, Piptoporellus_soloniensis",Piptoporellus_soloniensis,Different genera in SH
SH1199189.10FU,"Usnea_perpusilla, Usnea_sp, Usnea_lambii, Usnea_subantarctica, Usnea_trachycarpa, Usnea_sphacelata, Neuropogon_sphacelatus","Usnea_perpusilla, Usnea_sp, Usnea_lambii, Usnea_subantarctica, Usnea_trachycarpa, Usnea_sphacelata",Different genera in SH
SH1201123.10FU,"Sirenophila_tomareeana, Tarasginia_whinrayi","Tarasginia_tomareeana, Tarasginia_whinrayi",Different genera in SH
SH1358606.10FU,"Lepiota_guatopoensis, Leucoagaricus_guatopoensis",Leucoagaricus_guatopoensis,Different genera in SH
SH1179583.10FU,"Papiliomyces_liangshanensis, Ophiocordyceps_sp, Ophiocordyceps_liangshanensis","Ophiocordyceps_liangshanensis, Ophiocordyceps_sp",Different genera in SH
SH1214318.10FU,"Thalloidima_sedifolium, Psora_squamata","Thalloidima_sedifolium, Thalloidima_squamatum",Different genera in SH
SH1202389.10FU,"Hymenagaricus_epipastus, Xanthagaricus_epipastus",Xanthagaricus_epipastus,Different genera in SH
SH1273329.10FU,"Verrucisporota_proteacearum, Zasmidium_proteacearum",Zasmidium_proteacearum,Different genera in SH
SH1196504.10FU,"Suhomyces_choctaworum, Candida_choctaworum",Suhomyces_choctaworum,Different genera in SH
SH1320572.10FU,"Caloplaca_digitaurea, Tassiloa_digitaurea",Tassiloa_digitaurea,Different genera in SH
SH1344982.10FU,"Fusarium_solani, Neocosmospora_cucurbitae","Fusarium_solani, Fusarium_cucurbiticola",Different genera in SH
SH1404785.10FU,"Cortinarius_maculosus, Phlegmacium_squameoradicans","Phlegmacium_maculosum, Phlegmacium_squameoradicans",Different genera in SH
SH1186474.10FU,"Lasiosphaeris_hirsuta, Cercophora_arenicola, Lasiosphaeris_sp","Lasiosphaeris_hirsuta, Lasiosphaeris_arenicola, Lasiosphaeris_sp",Different genera in SH
SH1073078.10FU,"Boletus_luridus, Suillellus_luridus",Suillellus_luridus,Different genera in SH
SH1238029.10FU,"Caloplaca_interfulgens, Xanthocarpia_crenulatella, Xanthocarpia_interfulgens","Xanthocarpia_interfulgens, Xanthocarpia_crenulatella",Different genera in SH
SH1311589.10FU,"Gamsylella_gephyropaga, Dactylellina_cionopaga, Dactylellina_sp","Dactylellina_gephyropaga, Dactylellina_cionopaga, Dactylellina_sp",Different genera in SH
SH1090852.10FU,"Hyphodontia_juniperi, Lyomyces_crustosus","Lyomyces_juniperi, Lyomyces_crustosus",Different genera in SH
SH1371049.10FU,"Torrendiella_dingleyae, Hymenotorrendiella_dingleyae",Hymenotorrendiella_dingleyae,Different genera in SH
SH1149671.10FU,"Lactarius_sepiaceus, Lactifluus_leonardii, Lactifluus_sp","Lactifluus_sepiaceus, Lactifluus_leonardii, Lactifluus_sp",Different genera in SH
SH1088403.10FU,"Perenniporia_minutissima, Perenniporiopsis_minutissima",Perenniporiopsis_minutissima,Different genera in SH
SH1359726.10FU,"Lophodermium_minus, Terriera_guizhouensis","Terriera_minor, Terriera_guizhouensis",Different genera in SH
SH1236154.10FU,"Pseudodiscina_melaleucoides, Gyromitra_melaleucoides",Pseudodiscina_melaleucoides,Different genera in SH
SH1355034.10FU,"Helicobasidium_longisporum, Helicobasidium_purpureum, Tuberculina_persicina, Helicobasidium_sp","Helicobasidium_longisporum, Helicobasidium_purpureum, Helicobasidium_sp",Different genera in SH
SH1190668.10FU,"Clonostachys_buxi, Sesquicillium_buxi",Pseudonectria_buxi,Different genera in SH
SH1136850.10FU,"Aleurodiscus_sp, Aleurodiscus_lapponicus, Aleurodiscus_cerussatus, Acanthophysellum_cerussatum","Aleurodiscus_sp, Aleurodiscus_lapponicus, Aleurodiscus_cerussatus",Different genera in SH
SH1160016.10FU,"Xerula_mundroola, Hymenopellis_superbiens, Hymenopellis_gigaspora, Hymenopellis_trichofera","Hymenopellis_mundroola, Hymenopellis_superbiens, Hymenopellis_gigaspora, Hymenopellis_trichofera",Different genera in SH
SH1156868.10FU,"Hohenbuehelia_sp, Nematoctonus_robustus, Hohenbuehelia_grisea, Hohenbuehelia_robusta, Hohenbuehelia_petaloides, Hohenbuehelia_tristis, Hohenbuehelia_horakii","Hohenbuehelia_sp, Hohenbuehelia_robusta, Hohenbuehelia_grisea, Hohenbuehelia_petaloides, Hohenbuehelia_tristis, Hohenbuehelia_horakii",Different genera in SH
SH1241481.10FU,"Puccinia_allii, Puccinia_porri, Puccinia_mixta, Puccinia_sp, Uromyces_durus","Puccinia_allii, Puccinia_porri, Puccinia_mixta, Puccinia_sp",Different genera in SH
SH1311921.10FU,"Hemipholiota_heteroclita, Pholiota_sp","Pholiota_heteroclita, Pholiota_sp",Different genera in SH
SH1267404.10FU,"Cuphophyllus_pratensis, Hygrocybe_pratensis, Cuphophyllus_sp","Cuphophyllus_pratensis, Cuphophyllus_sp",Different genera in SH
SH1313282.10FU,"Remototrachyna_scytophylla, Hypotrachyna_ciliata","Remototrachyna_scytophylla, Remototrachyna_ciliata",Different genera in SH
SH1055616.10FU,"Puccinia_corticioides, Stereostratum_corticioides",Stereostratum_corticioides,Different genera in SH
SH1349993.10FU,"Aleurodiscus_parmuliformis, Stereodiscus_parmuliformis",Stereodiscus_parmuliformis,Different genera in SH
SH1400539.10FU,"Rhodofomes_cajanderi, Fomitopsis_cajanderi, Rhodofomes_sp","Rhodofomes_cajanderi, Rhodofomes_sp",Different genera in SH
SH1278425.10FU,"Neournula_pouchetii, Neournula_nordmanensis, Urnula_pouchetii","Neournula_pouchetii, Neournula_nordmanensis",Different genera in SH
SH1060951.10FU,"Cordyceps_locustiphila, Beauveria_locustiphila",Beauveria_locustiphila,Different genera in SH
SH1245052.10FU,"Trametes_sp, Lenzites_vespacea, Trametes_vespacea","Trametes_sp, Trametes_vespacea",Different genera in SH
SH1197175.10FU,"Caloplaca_chilensis, Hosseusiella_chilensis",Hosseusiella_chilensis,Different genera in SH
SH1278195.10FU,"Cystidiodontia_laminifera, Crustomyces_isabellinus, Crustomyces_sp","Crustomyces_laminifer, Crustomyces_isabellinus, Crustomyces_sp",Different genera in SH
SH1136861.10FU,"Megalocystidium_sp, Gloeocystidiellum_leucoxanthum, Megalocystidium_olens","Megalocystidium_sp, Megalocystidium_leucoxanthum, Megalocystidium_olens",Different genera in SH
SH1058406.10FU,"Umbilicaria_decussata, Gyrophora_polaris","Umbilicaria_decussata, Umbilicaria_polaris",Different genera in SH
SH1191558.10FU,"Leucopaxillus_subzonalis, Notholepista_subzonalis",Notholepista_subzonalis,Different genera in SH
SH1220310.10FU,"Boletus_permagnificus, Exsudoporus_permagnificus",Exsudoporus_permagnificus,Different genera in SH
SH1220101.10FU,"Zopfiella_tetraspora, Triangularia_sp","Triangularia_tetraspora, Triangularia_sp",Different genera in SH
SH1262514.10FU,"Hyphodontia_curvispora, Kneiffiella_curvispora",Hyphodontia_curvispora,Different genera in SH
SH1203845.10FU,"Tricharina_sp, Tricharina_striispora, Tricharina_aethiopica, Humaria_pallidisetosa","Tricharina_sp, Tricharina_striispora, Tricharina_aethiopica, Tricharina_pallidisetosa",Different genera in SH
SH1079985.10FU,"Auriporia_pileata, Cystidiopostia_pileata",Cystidiopostia_pileata,Different genera in SH
